id,artist,album,music,Lyric
<built-in function id>,周杰伦,十一月的萧邦,浪漫手机,"作曲 : 周杰伦
 作词 : 方文山
轻轻放 我就是卸不下对你的喜欢
原来爱会慢慢增加重量
想关上这城市所有的灯光
黑暗中专心闻你的发香
这夜晚 让暗恋很有画面感 回想
与你约会过的地方 都舍不得删
在脑海里储存欣赏
你微笑浏览 手机里的浪漫
原来真心送出爱是这么简单
温习银幕上 你可爱的模样
关于缘份的解释我又多传了一行
你微笑浏览 手机里的浪漫
原来爱情可以来的这么突然
短信的桥梁 将暧昧期拉长
我们的感情蔓延滋长用文字培养
在虚拟土壤
电视墙 吵杂的情歌还在拼命播放
我安静在闹区等来电铃响
有一些话打好了却不敢传
怕收到信息的你在为难
街道上 人潮衬托我的孤单 想象
谁幸运的陪在你身旁 却误会一场
你也在等你手机响
你微笑浏览 手机里的浪漫
原来真心送出爱是这么简单
温习银幕上 你可爱的模样
关于缘份的解释我又多传了一行
你微笑浏览 手机里的浪漫
原来爱情可以来的这么突然
短信的桥梁 将暧昧期拉长
我们的感情蔓延滋长用文字培养
在虚拟土壤"
<built-in function id>,周杰伦,十一月的萧邦,枫,"作曲 : 周杰伦
 作词 : 宋健彰
乌云在我们心里刻下一块阴影
我聆听沉寂已久的心情
清晰透明 就像美丽的风景
总在回忆里才看的清
被伤透的心能不能够继续爱我
我用力牵起没温度的双手
过往温柔 已经被时间上锁
只剩挥散不去的难过
缓缓掉落的枫叶像思念
我点燃烛火温暖岁末的秋天
极光掠过天边
北风掠过想你的容颜
我把爱烧成了落叶
却换不回熟悉的那张脸
缓缓掉落的枫叶像思念
为何挽回要赶在冬天来之前
爱你穿越时间
两行来自秋末的眼泪
让爱渗透了地面
我要的只是你在我身边
被伤透的心能不能够继续爱我
我用力牵起没温度的双手
过往温柔 已经被时间上锁
只剩挥散不去的难过
在山腰间飘逸的红雨
随著北风凋零 我轻轻摇曳风铃
想 唤醒被遗弃的爱情
雪花已铺满了地
深怕窗外枫叶已结成冰
缓缓掉落的枫叶像思念
我点燃烛火温暖岁末的秋天
极光掠过天边
北风掠过想你的容颜
我把爱烧成了落叶
却换不回熟悉的那张脸
缓缓掉落的枫叶像思念
为何挽回要赶在冬天来之前
爱你穿越时间
两行来自秋末的眼泪
让爱渗透了地面
我要的只是你在我身边"
<built-in function id>,周杰伦,十一月的萧邦,黑色毛衣,"作曲 : 周杰伦
 作词 : 周杰伦
一件黑色毛衣 两个人的回忆
雨过之后 更难忘记
忘记我还爱你
你不用在意
流泪也只是刚好而已
我早已经待在谷底

我知道不能再留住你
也知道不能没有骨气
感激你 让我拥有秋天的美丽

看着那白色的蜻蜓
在空中忘了前进
还能不能 重新编织
脑海中起毛球的记忆

再说我爱你
可能雨也不会停
黑色毛衣 藏在哪里
就让回忆永远停在 那里

一件黑色毛衣 两个人的回忆
雨过之后 更难忘记
忘记我还爱你
你不用在意
流泪也只是刚好而已
我早已经待在谷底

我知道不能再留住你
也知道不能没有骨气
感激你 让我拥有秋天的美丽

看着那白色的蜻蜓
在空中忘了前进
还能不能 重新编织
脑海中起毛球的记忆

再说我爱你
可能雨也不会停
黑色毛衣 藏在哪里
就让回忆永远停在 那里

看着那白色的蜻蜓
在空中忘了前进
还能不能 重新编织
脑海中起毛球的记忆

再说我爱你
可能雨也不会停
黑色毛衣 藏在哪里
就让回忆永远停在 那里"
<built-in function id>,周杰伦,十一月的萧邦,发如雪,"作曲 : 周杰伦
 作词 : 方文山
编曲：林迈可
制作人：周杰伦
合声编写：周杰伦 合声：周杰伦
录音工程：杨瑞代
录音室：ALFA STUDIO
录音工程：林迈可
混音录音室：VIP STUDIO
狼牙月 伊人憔悴
我举杯 饮尽了风雪
是谁打翻前世柜
惹尘埃是非
缘字诀 几番轮回
你锁眉 哭红颜唤不回
纵然青史已经成灰
我爱不灭
繁华如三千东流水
我只取一瓢爱了解
只恋你化身的蝶
你发如雪 凄美了离别
我焚香感动了谁
邀明月 让回忆皎洁
爱在月光下完美
你发如雪 纷飞了眼泪
我等待苍老了谁
红尘醉 微醺的岁月
我用无悔
刻永世爱你的碑
你发如雪 凄美了离别
我焚香感动了谁
邀明月 让回忆皎洁
爱在月光下完美
你发如雪 纷飞了眼泪
我等待苍老了谁
红尘醉 微醺的岁月
狼牙月 伊人憔悴
我举杯 饮尽了风雪
是谁打翻前世柜
惹尘埃是非
缘字诀 几番轮回
你锁眉 哭红颜唤不回
纵然青史已经成灰
我爱不灭
繁华如三千东流水
我只取一瓢爱了解
只恋你化身的蝶
你发如雪 凄美了离别
我焚香感动了谁
邀明月 让回忆皎洁
爱在月光下完美
你发如雪 纷飞了眼泪
我等待苍老了谁
红尘醉 微醺的岁月
我用无悔
刻永世爱你的碑
你发如雪 凄美了离别
我焚香感动了谁
邀明月 让回忆皎洁
爱在月光下完美
你发如雪 纷飞了眼泪
我等待苍老了谁
红尘醉 微醺的岁月
你发如雪 凄美了离别
我焚香感动了谁
邀明月 让回忆皎洁
爱在月光下完美
你发如雪 纷飞了眼泪
我等待苍老了谁
红尘醉 微醺的岁月
我用无悔
刻永世爱你的碑
啦儿啦啦儿啦啦儿啦儿啦
啦儿啦啦儿啦啦儿啦儿啦
铜镜映无邪扎马尾
你若撒野
今生我把酒奉陪
啦儿啦啦儿啦啦儿啦儿啦
啦儿啦啦儿啦啦儿啦儿啦
铜镜映无邪扎马尾
你若撒野
今生我把酒奉陪"
<built-in function id>,周杰伦,十一月的萧邦,蓝色风暴,"作曲 : 周杰伦
 作词 : 方文山
亘古长夜 善恶交接
我终于懂得流眼泪
洪荒世界 百分之七十都是水
湛蓝的 旷野
在海平面渴望满月
于是我终于学会告解
弥赛亚被世人误解
被分类 爱恨 从此敌对
远离风暴浩劫
在第三章第四节
我正在改写这世界
用观念进行侵略
我们占领整条街
粉刷海洋蓝的季节
一列 超高速的地铁
一路 训练我的听觉
消灭 那些 太琐碎 太异类
让问题尖锐 Oh ~
一双 狂奔中的球鞋
 一路 强壮着我的肺
面对 这些 太威胁 太强烈
从来不喊累

九星联结 排成一列
在感动中我们忏悔
生命珍贵 我用那十四行诗赞美
年轻的 一切
我们在地平线感谢
爱停止向另一边倾斜
这首部曲的管弦乐
太凄美 终于 被人了解
远离风暴浩劫
耍狠不是靠对嘴
我就是传说中的谁
你跟我们很对味
有同一挂的感觉
其它人我根本不屑
一列 超高速的地铁
一路 训练我的听觉
消灭 那些 太琐碎 太异类
让问题尖锐 Oh ~
一双 狂奔中的球鞋
 一路 强壮着我的肺
面对 这些 太威胁 太强烈
从来不喊累

一列 超高速的地铁
一路 训练我的听觉
消灭 那些 太琐碎 太异类
让问题尖锐 Oh ~
一双 狂奔中的球鞋
 一路 强壮着我的肺
面对 这些 太威胁 太强烈
从来不喊累
一列 超高速的地铁
一路 训练我的听觉
消灭 那些 太琐碎 太异类
让问题尖锐 Oh ~
一双 狂奔中的球鞋
 一路 强壮着我的肺
面对 这些 太威胁 太强烈
从来不喊累"
<built-in function id>,周杰伦,十一月的萧邦,夜曲,"作曲 : 周杰伦
 作词 : 方文山
编曲：林迈可
制作人：周杰伦
合声编写：周杰伦 合声：周杰伦
录音工程：杨瑞代
录音室：ALFA STUDIO
混音工程：林迈可
混音录音室：VIP STUDIO
一群嗜血的蚂蚁 被腐肉所吸引
我面无表情 看孤独的风景
失去你 爱恨开始分明
失去你 还有什么事好关心
当鸽子不再象征和平
我终于被提醒
广场上喂食的是秃鹰
我用漂亮的押韵
形容被掠夺一空的爱情
啊 乌云开始遮蔽 夜色不干净
公园里 葬礼的回音 在漫天飞行
送你的 白色玫瑰
在纯黑的环境凋零
乌鸦在树枝上诡异的很安静
静静听 我黑色的大衣
想温暖你 日渐冰冷的回忆
走过的 走过的 生命
啊 四周弥漫雾气
我在空旷的墓地
老去后还爱你
为你弹奏萧邦的夜曲
纪念我死去的爱情
跟夜风一样的声音
心碎的很好听
手在键盘敲很轻
我给的思念很小心
你埋葬的地方叫幽冥
为你弹奏萧邦的夜曲
纪念我死去的爱情
而我为你隐姓埋名
在月光下弹琴
对你心跳的感应
还是如此温热亲近
怀念你那鲜红的唇印
那些断翅的蜻蜓 散落在这森林
而我的眼睛 没有丝毫同情
失去你 泪水混浊不清
失去你 我连笑容都有阴影
风在长满青苔的屋顶
嘲笑我的伤心
像一口没有水的枯井
我用凄美的字型
描绘后悔莫及的那爱情
为你弹奏萧邦的夜曲
纪念我死去的爱情
跟夜风一样的声音
心碎的很好听
手在键盘敲很轻
我给的思念很小心
你埋葬的地方叫幽冥
为你弹奏萧邦的夜曲
纪念我死去的爱情
而我为你隐姓埋名 在月光下弹琴
对你心跳的感应 还是如此温热亲近
怀念你那鲜红的唇印
一群嗜血的蚂蚁 被腐肉所吸引
我面无表情 看孤独的风景
失去你 爱恨开始分明
失去你 还有什么事好关心
当鸽子不再象征和平
我终于被提醒
广场上喂食的是秃鹰
我用漂亮的押韵
形容被掠夺一空的爱情"
<built-in function id>,周杰伦,Initial J,飘移,"作曲 : 周杰伦
 作词 : 方文山
""放在车里面""
""一滴都别滴出来啊""
""否则到时我打死你""

找支笔写下日记记录勇气
我可以对着墙壁让拳头叛逆
呼吸天窗玻璃打开我的身体
这里引擎声就像是一种乐器
所以风呼啸而过刺激
所以我在转弯飘移
加足了马力飘到底看仔细
零到一百公里谁敢与我为敌
我用第一人称在飘移青春
输跟赢的分寸计算的很精准
我踏上风火轮在飘移青春
故事中的我们在演自己的人生
胜败的对比是残酷的可以
运气 从来就不在我这里
实力没办法模拟飘移
人车一体飘移
笑看后视镜的自己
点火继续事关荣誉
我除了第一其他没有兴趣
得飘得飘得咿的飘
我安静的喝饮料轻松的笑
我用第一人称在飘移青春
输跟赢的分寸计算得很精准
我踏上风火轮在飘移青春
故事中的我们在演自己的人生
(得飘得飘得咿的飘)
(得飘得飘得咿的飘)
我绕过山腰雨声敲敲
(我绕过山腰雨声敲敲)
得飘得飘得咿的飘
(得飘得飘得咿的飘)
再开进隧道风声潇潇
(再开进隧道风声潇潇)
我用第一人称在飘移青春
输跟赢的分寸计算得很精准
我踏上风火轮在飘移青春
故事中的我们在演自己的人生"
<built-in function id>,周杰伦,Initial J,七里香,"窗外的麻雀 在电线杆上多嘴
说这一句 很有夏天的感觉
手中的铅笔 在纸上来来回回
我用几行字形容是我的谁

秋刀鱼 的滋味 猫跟都想了解
初恋的香味就这样被我们寻回
那温暖 的阳光 像刚摘的鲜艳草莓
你说舍不得吃掉这一种感觉

雨下整夜 我的爱溢出就像雨水
院子落叶 跟我的思念厚厚一叠
几句是非 也无法将我的热情冷却
出现在我诗的每一页

雨下整夜 我的爱溢出就像雨水
窗台蝴蝶 像诗里纷飞的美丽章节
我接着写 把永远爱写进诗的结尾
是我唯一想要的了解

雨下整夜 我的爱溢出就像雨水
院子落叶 跟我的思念厚厚一叠
几句是非 也无法将我的热情冷却
出现在我诗的每一页

那饱满 的稻穗 幸福了这个季节
而的脸颊像田里熟透的蕃茄
突然 对我说 七里香的名字很美
我此刻却只想亲吻倔强的嘴

雨下整夜 我的爱溢出就像雨水
院子落叶 跟我的思念厚厚一叠
几句是非 也无法将我的热情冷却
出现在我诗的每一页

整夜
我的爱溢出就像雨水
窗台蝴蝶 像诗里纷飞的美丽章节
我接着写 把永远爱写进诗的结尾
是我唯一想要的了解"
<built-in function id>,周杰伦,Initial J,双刀,"2005年8月
透过镜头重新剪接历史给人的想像
八厘米纪录片的桥段隔着距离欣赏
正邪对立的两方我握紧拳头开始习惯
以牙还牙的手段

风
盘旋烟雾弥漫
我虔诚点的香
在祈祷着平安

从天台向下俯瞰暴力在原地打转
上一代解决的答案是微笑不抵抗
被雨淋湿的唐装那股叹息很东方
我看不惯尊严受伤家族如此不堪

风
缓缓绕过武馆
正上方的月亮
那颜色中国黄
透过透过镜头重新剪接历史给人的想像
八厘米纪录片的桥段在播放
隔着距离欣赏正邪对立的两方
我握紧拳头开始习惯
那以牙还牙的的手段
恐惧来自退让

从天台向下俯瞰暴力在原地打转
上一代解决的答案是微笑不抵抗
被雨淋湿的唐装那股叹息很东方
我看不惯尊严受伤家族如此不堪

从天台向下俯瞰暴力在原地打转
上一代解决的答案是微笑不抵抗
被雨淋湿的唐装那股叹息很东方
我看不惯尊严受伤家族如此不堪
双刀的正前方
我杀气不转弯
背对我的力量
它自己却受伤
双刀的右下方
我挥刀去了断
将恩怨全看穿
丹凤眼的目光
双刀的正前方
我杀气不转弯
背对我的力量
它自己却受伤
双刀的右下方
我挥刀去了断
将恩怨全看穿
丹凤眼的目光"
<built-in function id>,周杰伦,Initial J,东风破,"一盏离愁孤灯伫立在窗口
 我在门后假装你人还没走
 旧地如重游月圆更寂寞
 夜半清醒的烛火不忍苛责我
 一壶漂泊浪迹天涯难入喉
 你走之后酒暖回忆思念瘦
 水向东流时间怎么偷
 花开就一次成熟我却错过

 谁在用琵琶弹奏一曲东风破
 岁月在墙上剥落看见小时候
 犹记得那年我们都还很年幼
 而如今琴声幽幽我的等候你没听过
 谁在用琵琶弹奏一曲东风破
 枫叶将故事染色结局我看透
 篱笆外的古道我牵着你走过
 荒烟漫草的年头就连分手都很沉默
 一壶漂泊浪迹天涯难入喉
 你走之后酒暖回忆思念瘦
 水向东流时间怎么偷
 花开就一次成熟我却错过

 谁在用琵琶弹奏一曲东风破
 岁月在墙上剥落看见小时候
 犹记得那年我们都还很年幼
 而如今琴声幽幽我的等候你没听过
 谁在用琵琶弹奏一曲东风破
 枫叶将故事染色结局我看透
 篱笆外的古道我牵着你走过
 荒烟漫草的年头就连分手都
 谁在用琵琶弹奏一曲东风破
 岁月在墙上剥落看见小时候
 犹记得那年我们都还很年幼
 而如今琴声幽幽我的等候你没听过
 谁在用琵琶弹奏一曲东风破
 枫叶将故事染色结局我看透
 篱笆外的古道我牵着你走过
 荒烟漫草的年头就连分手都很沉默"
<built-in function id>,周杰伦,Initial J,以父之名,"作曲 : 周杰伦
 作词 : 黄俊郎

Ave maria grazia ricevuta per la mia famiglia
Con risentito con un'amorevole divino amen
Grazie chiedo a te o signore divino
In questo giorno di grazia prego per te
Ave maria piena di grazia
Il signore e con te
Sia fatta la tua volonta
Cosìin cielo e cosìin terra neil nome
Del padre del figliolo e dello spirito santo amen

微凉的晨露 沾湿黑礼服
石板路有雾 父在低诉
无奈的觉悟 只能更残酷
一切都为了 通往圣堂的路
吹不散的雾 隐没了意图
谁轻柔踱步 停住
还来不及哭穿过的子弹
就带走温度

我们每个人都有罪
犯着不同的罪
我能决定谁对
谁又该要沉睡
争论不能解决
在永无止境的夜
关掉你的嘴
唯一的恩惠
挡在前面的人都有罪
后悔也无路可退
以父之名判决
那感觉没有适合字汇
就像边笑边掉泪
凝视着完全的黑
阻挡悲剧蔓延的悲剧
会让我沉醉
低头亲吻我的左手
换取被宽恕的承诺
老旧管风琴在角落
一直一直一直伴奏
黑色帘幕被风吹动
阳光无言地穿透
洒向那群被我驯服后的兽
沉默地喊叫沉默地喊叫
孤单开始发酵
不停对着我嘲笑
回忆逐渐延烧
曾经纯真的画面
残忍地温柔出现
脆弱时间到
我们一起来祷告
仁慈的父我已坠入
看不见罪的国度
请原谅我的自负
Ah ya ya check it check it ah ya
没人能说没人可说
好难承受
荣耀的背后刻着一道孤独
Ah ya ya check it check it ah ya
闭上双眼我又看见
当年那梦的画面
天空是蒙蒙的雾
Ah ya ya check it check it ah ya
父亲牵着我的双手
轻轻走过
清晨那安安静静的石板路
Ah ya ya check it check it ah ya

Pie Jesu
Qui tollis peccata
Dona eis requiem

低头亲吻我的左手
换取被宽恕的承诺
老旧管风琴在角落
一直一直一直伴奏
黑色帘幕被风吹动
阳光无言地穿透
洒向那群被我驯服后的兽
沉默地喊叫沉默地喊叫
孤单开始发酵
不停对着我嘲笑
回忆逐渐延烧
曾经纯真的画面
残忍地温柔出现
脆弱时间到
我们一起来祷告
仁慈的父我已坠入
看不见罪的国度
请原谅我的自负
Ah ya ya check it check it ah ya
没人能说没人可说
好难承受
荣耀的背后刻着一道孤独
Ah ya ya check it check it ah ya
仁慈的父 我已坠入
看不见罪的国度
请原谅我(请原谅我)
我的自负(我的自负)
刻着一道孤独

仁慈的父我已坠入
看不见罪的国度
请原谅我的自负
Ah ya ya check it check it ah ya
没人能说没人可说
好难承受
荣耀的背后刻着一道孤独
Ah ya ya check it check it ah ya
闭上双眼我又(那斑驳的家徽 我擦拭了一夜)
看见当年那梦的画面(孤独的光辉 我才懂的感觉)
天空是蒙蒙的雾(烛光不不停的摇晃)
猫头鹰在窗棂上
对着远方眺望
父亲牵着我的双手(通向大厅的长廊)
轻轻走过(一样说不出的沧桑)
清晨那安安静静的石板路(没有喧嚣 只有宁静围绕)
我慢慢睡着天刚刚破晓"
<built-in function id>,周杰伦,Initial J,忍者,"忍者 - 周杰伦
词：方文山
曲：周杰伦
编曲：林迈可

居酒屋里的小神龛
离铺满鹅卵石的玄关
差不多一米宽的信仰
我坐着喝味噌汤
在旁观看 庭园假山
京都的夜晚
有一种榻榻米的稻香叫做禅
那里 神社许愿
闪过一个画面
这里 忍者蒙着脸
在角落吹暗箭
心里 幕府又重现
从前老东京那条山手线
像一出怀旧的默片
呵 呵 嘿

伊贺流忍者的想法
嘿 只会用武士刀比划 嘿
我一个人在家
乖乖的学插花
はい はい はい わかりました
いち に さん し 樱花落满地
有一种神秘 凝结了空气
いち に さん し 黑夜里偷袭
去攻击 烟雾当武器
いち に さん し 忍者的物语
要切断过去 忠心是唯一
いち に さん し 隐身要彻底
要忘记 什么是自己

居酒屋里的小神龛
离铺满鹅卵石的玄关
差不多一米宽的信仰
我坐着喝味噌汤
在旁观看 庭园假山
京都的夜晚
有一种榻榻米的稻香叫做禅
那里 神社许愿
闪过一个画面
这里 忍者蒙着脸
在角落吹暗箭
心里 幕府又重现
从前老东京那条山手线
像一出怀旧的默片
呵 呵 嘿

伊贺流忍者的想法
嘿 只会用武士刀比划 嘿
我一个人在家
乖乖的学插花
はい はい はい わかりました
いち に さん し 樱花落满地
有一种神秘 凝结了空气
いち に さん し 黑夜里偷袭
去攻击 烟雾当武器
いち に さん し 忍者的物语
要切断过去 忠心是唯一
いち に さん し 隐身要彻底
要忘记 什么是自己
いち に さん し 樱花落满地
有一种神秘 凝结了空气
いち に さん し 黑夜里偷袭
去攻击 烟雾当武器
いち に さん し 忍者的物语
いち に さん し 要切断过去
いち に さん し 忠心是唯一
いち に さん し"
<built-in function id>,周杰伦,Initial J,黑色幽默,"周杰伦 - Initial J(日本版)
2005年08月
难过 是因为闷了很久
是因为想了太多
是心理起了作用
你说 苦笑常常陪着你
在一起有点勉强
该不该现在休了我
不想太多
我想一定是我听错弄错搞错
拜托 我想是你的脑袋有问题
随便说说
其实我早已经猜透看透不想多说
只是我怕眼泪撑不住
不懂 你的黑色幽默
想通 却又再考倒我
说散 你想很久了吧
我不想拆穿你
当作 是你开的玩笑
想通 却又再考倒我
说散 你想很久了吧
败给你的黑色幽默

我的认真败给黑色幽默"
